date,open,high,low,close,volume
2019-07-23,695.6824340820312,716.0806884765625,692.5419921875,707.1582641601562,753346
2019-07-24,707.1582641601562,707.1582641601562,683.3848266601562,694.1856079101562,560363
2019-07-25,698.9989624023438,704.3994140625,685.4099731445312,687.7285766601562,482450
2019-07-26,689.988525390625,703.3427734375,686.8187255859375,696.3574829101562,349772
2019-07-29,697.3554077148438,706.6886596679688,682.1227416992188,685.4686279296875,440613
2019-07-30,683.4434814453125,693.2463989257812,671.5274047851562,677.8963623046875,525905
2019-07-31,675.0200805664062,682.7097778320312,667.4183959960938,671.9676513671875,837312
2019-08-01,669.179443359375,676.1940307617188,646.8734130859375,657.1459350585938,666992
2019-08-02,654.47509765625,662.5463256835938,646.0222778320312,654.5337524414062,700586
2019-08-05,647.5778198242188,659.6406860351562,637.5108032226562,649.896484375,457228
2019-08-06,644.5841674804688,669.737060546875,644.5841674804688,663.9844970703125,711182
2019-08-07,663.8964233398438,666.2444458007812,643.0872802734375,646.5505981445312,588981
2019-08-08,655.6197509765625,699.7620849609375,648.0474243164062,675.1668090820312,4043596
2019-08-09,677.3973999023438,697.3554077148438,675.1080932617188,684.7642822265625,1201265
2019-08-13,687.96337890625,689.4015502929688,667.2129516601562,670.3827514648438,715898
2019-08-14,670.3827514648438,688.8438720703125,665.6574096679688,682.56298828125,737903
2019-08-16,676.2821044921875,689.6069946289062,669.5022583007812,680.9780883789062,593584
2019-08-19,685.0283813476562,697.3554077148438,681.5651245117188,684.9990234375,517083
2019-08-20,685.674072265625,688.4036254882812,673.8754272460938,685.5567016601562,432833
2019-08-21,683.8544311523438,685.5567016601562,672.3198852539062,676.1647338867188,423867
2019-08-22,679.1290283203125,681.623779296875,662.3408813476562,668.7391357421875,417213
2019-08-23,666.8314208984375,678.5714111328125,658.8775634765625,673.640625,389267
2019-08-26,685.52734375,692.5419921875,666.8314208984375,688.080810546875,807186
2019-08-27,691.5147705078125,717.8416748046875,691.4854125976562,702.52099609375,1089029
2019-08-28,702.0513916015625,706.1016845703125,688.1101684570312,691.4560546875,239235
2019-08-29,689.0786743164062,699.7620849609375,681.5064086914062,690.2820434570312,341519
2019-08-30,692.659423828125,709.682373046875,684.5001220703125,705.7201538085938,722201
2019-09-03,703.8123779296875,708.9779663085938,673.6993408203125,679.5986328125,726530
2019-09-04,680.8607177734375,687.3764038085938,666.8314208984375,685.4979858398438,421838
2019-09-05,688.9319458007812,693.89208984375,683.2967529296875,686.8187255859375,397668
2019-09-06,693.2463989257812,701.3469848632812,682.5923461914062,697.5021362304688,334610
2019-09-09,695.2421875,720.1603393554688,693.217041015625,715.7578125,650705
2019-09-11,722.0093994140625,727.35107421875,713.7913818359375,718.9276123046875,1188994
2019-09-12,723.183349609375,731.9883422851562,712.3532104492188,721.4517211914062,952922
2019-09-13,720.7766723632812,735.97998046875,718.19384765625,731.5774536132812,682121
2019-09-16,724.9443969726562,738.7975463867188,722.361572265625,729.3468627929688,601564
2019-09-17,727.8793334960938,742.5543212890625,725.5313720703125,729.7283935546875,719518
2019-09-18,733.7493286132812,739.5606689453125,726.1770629882812,732.2818603515625,571210
2019-09-19,728.2022094726562,731.9883422851562,720.0429077148438,724.4747924804688,487114
2019-09-20,728.5250854492188,783.644287109375,721.4810791015625,779.3885498046875,1735551
2019-09-23,792.4492797851562,857.312744140625,792.4492797851562,848.2435913085938,1956386
2019-09-24,848.2142333984375,876.85986328125,834.5371704101562,842.5203857421875,1353861
2019-09-25,835.9166259765625,865.8535766601562,835.9166259765625,846.7467651367188,1925386
2019-09-26,850.7970581054688,880.4992065429688,846.4238891601562,874.5118408203125,1853964
2019-09-27,872.8682250976562,892.2391967773438,867.3211059570312,885.8115844726562,1596771
2019-09-30,885.8115844726562,896.8178100585938,867.6732788085938,889.9205932617188,1405490
2019-10-01,891.593505859375,918.6541748046875,888.1889038085938,905.886962890625,1926516
2019-10-03,905.740234375,911.023193359375,880.8220825195312,895.5557861328125,1085902
2019-10-04,895.76123046875,913.6353759765625,895.76123046875,900.1050415039062,1244285
2019-10-07,896.9352416992188,915.7191772460938,876.5076293945312,893.06103515625,1417171
2019-10-09,893.06103515625,936.26416015625,889.5977172851562,932.2725830078125,1806085
2019-10-10,930.981201171875,938.4360961914062,912.3145751953125,922.9392700195312,1363396
2019-10-11,922.9392700195312,936.26416015625,918.6835327148438,924.0839233398438,865619
2019-10-14,927.5178833007812,941.8406982421875,921.3837280273438,923.7611083984375,988462
2019-10-15,926.6961059570312,936.5576782226562,923.9371948242188,934.503173828125,822695
2019-10-16,936.26416015625,949.7651977539062,934.503173828125,945.8029174804688,1020535
2019-10-17,945.1865844726562,958.2179565429688,944.1300048828125,952.43603515625,1461498
2019-10-18,954.197021484375,972.0711669921875,951.0565795898438,967.7860717773438,852815
2019-10-22,968.5491333007812,994.0836181640625,966.1718139648438,983.22412109375,1009869
2019-10-23,983.22412109375,1008.1422729492188,974.0082397460938,982.1675415039062,1330491
2019-10-24,982.3436279296875,986.716796875,952.7001953125,957.5135498046875,981591
2019-10-25,955.6351928710938,957.5135498046875,934.7966918945312,951.2913818359375,1010588
2019-10-27,956.22216796875,962.6791381835938,948.004150390625,953.1697387695312,66603
2019-10-29,955.5764770507812,976.1508178710938,953.3165283203125,963.23681640625,803740
2019-10-30,971.2786865234375,980.8761596679688,963.5889892578125,969.312255859375,543980
2019-10-31,973.5973510742188,984.3687744140625,967.4925537109375,972.1298217773438,771504
2019-11-01,978.205322265625,994.02490234375,975.4464111328125,981.2576904296875,758637
2019-11-04,986.2178344726562,995.9620361328125,975.6224975585938,988.1842651367188,894486
2019-11-05,985.8656616210938,989.7105102539062,962.7965698242188,984.6329345703125,750460
2019-11-06,986.1591186523438,1003.1527709960938,974.4778442382812,987.7733764648438,1004564
2019-11-07,990.092041015625,997.8697509765625,973.8321533203125,977.3834838867188,1106939
2019-11-08,982.6077880859375,987.920166015625,962.7965698242188,967.6686401367188,1633856
2019-11-11,966.7881469726562,988.9767456054688,962.6791381835938,983.341552734375,1000324
2019-11-13,991.442138671875,994.964111328125,953.2871704101562,959.4800415039062,1436083
2019-11-14,959.744140625,968.63720703125,944.0419311523438,946.5366821289062,992682
2019-11-15,947.0062866210938,952.8175659179688,918.4193725585938,924.9937744140625,1695686
2019-11-18,924.8176879882812,937.8490600585938,907.4425048828125,912.5493774414062,1889785
2019-11-19,912.2265625,933.3291625976562,907.237060546875,926.8721923828125,1447055
2019-11-20,921.5891723632812,937.995849609375,884.021240234375,905.8576049804688,3862178
2019-11-21,908.6752319335938,910.7883911132812,894.6459350585938,905.8282470703125,1472822
2019-11-22,905.8576049804688,906.3272094726562,863.0653686523438,874.3651123046875,2495932
2019-11-25,876.9772338867188,896.7297973632812,875.5390625,893.1784057617188,1740023
2019-11-26,898.1091918945312,905.2412719726562,858.2813110351562,876.9185180664062,12984234
2019-11-27,868.641845703125,871.1072387695312,849.9752807617188,865.3839721679688,1947623
2019-11-28,869.3462524414062,876.9185180664062,860.3651733398438,872.7802124023438,811602
2019-11-29,872.427978515625,879.3252563476562,857.6356201171875,863.0066528320312,683525
2019-12-02,862.9479370117188,874.042236328125,858.8389282226562,870.3441162109375,452714
2019-12-03,867.6439208984375,876.6837158203125,860.541259765625,867.0863037109375,651337
2019-12-04,866.4112548828125,882.671142578125,857.048583984375,872.163818359375,1166694
2019-12-05,872.8682250976562,877.5055541992188,862.3903198242188,868.2015991210938,420351
2019-12-06,870.93115234375,874.4237670898438,854.9060668945312,865.9122924804688,488441
2019-12-09,868.7592163085938,871.6942138671875,858.8389282226562,865.7068481445312,346434
