date,open,high,low,close,volume
2019-07-23,624.9000244140625,627.5,614.5999755859375,618.2999877929688,912086
2019-07-24,623.0,625.9000244140625,604.0,616.2999877929688,569229
2019-07-25,619.7999877929688,624.5999755859375,608.4500122070312,616.7000122070312,805919
2019-07-26,613.1500244140625,621.4000244140625,612.2000122070312,619.4000244140625,221434
2019-07-29,622.5,623.5,610.2000122070312,613.25,416576
2019-07-30,611.0999755859375,619.5,593.8499755859375,598.4000244140625,643155
2019-07-31,599.0,607.6500244140625,590.2000122070312,598.75,719391
2019-08-01,600.0,620.0,596.5999755859375,603.5499877929688,1971966
2019-08-02,599.9500122070312,619.0,585.0499877929688,611.75,1486530
2019-08-05,611.75,618.1500244140625,599.2999877929688,614.2000122070312,767276
2019-08-06,614.9500122070312,631.9500122070312,610.0499877929688,622.4500122070312,919125
2019-08-07,622.0499877929688,640.5,622.0499877929688,634.8499755859375,1086721
2019-08-08,635.7999877929688,644.6500244140625,634.0499877929688,642.7999877929688,1127122
2019-08-09,643.0999755859375,659.9000244140625,642.4000244140625,653.4000244140625,611190
2019-08-13,653.0,659.0999755859375,635.4500122070312,645.0999755859375,2069470
2019-08-14,648.2999877929688,649.7000122070312,628.0,629.7999877929688,490747
2019-08-16,629.7999877929688,638.0,612.4000244140625,622.8499755859375,1026470
2019-08-19,624.0,636.8499755859375,618.2000122070312,626.0999755859375,725123
2019-08-20,627.2999877929688,639.8499755859375,620.9500122070312,629.4500122070312,659157
2019-08-21,628.1500244140625,630.2000122070312,610.8499755859375,613.4000244140625,517578
2019-08-22,611.9000244140625,621.7000122070312,603.2999877929688,607.7999877929688,623589
2019-08-23,607.7999877929688,607.7999877929688,593.4000244140625,600.4000244140625,504221
2019-08-26,606.5999755859375,611.5,586.0499877929688,607.7000122070312,701966
2019-08-27,609.5,624.0,598.3499755859375,603.5999755859375,1501574
2019-08-28,600.2999877929688,605.0,587.4000244140625,600.2000122070312,1108391
2019-08-29,596.0,605.4500122070312,593.5999755859375,600.4000244140625,538534
2019-08-30,608.0,612.0999755859375,588.1500244140625,608.9500122070312,1242797
