date,open,high,low,close,volume
2019-07-23,30.668582916259766,31.09206771850586,30.163131713867188,30.887155532836914,21658209
2019-07-24,30.83251190185547,31.078407287597656,29.971879959106445,30.13581085205078,17521577
2019-07-25,30.35438346862793,30.805191040039062,29.917236328125,30.53197479248047,14556031
2019-07-26,30.600278854370117,31.46091079711914,30.13581085205078,30.87349510192871,16326215
2019-07-29,30.955459594726562,31.064746856689453,29.015621185302734,29.493749618530273,21111046
2019-07-30,29.507410049438477,29.534732818603516,28.209630966186523,28.30525779724121,21545979
2019-07-31,28.30525779724121,29.575714111328125,28.141326904296875,29.165889739990234,12835456
2019-08-01,28.96097755432129,29.179550170898438,28.52383041381836,28.797046661376953,14058049
2019-08-02,28.41454315185547,28.482847213745117,27.704179763793945,28.141326904296875,58284796
2019-08-05,28.141326904296875,28.141326904296875,26.966495513916016,27.26703453063965,47652729
2019-08-06,27.075782775878906,28.154987335205078,27.075782775878906,27.991058349609375,21351507
2019-08-07,27.745162963867188,28.11400604248047,26.447383880615234,26.62497329711914,19308616
2019-08-08,26.47470474243164,27.048460006713867,24.9310302734375,26.870868682861328,54416735
2019-08-09,27.32167625427246,30.32706069946289,27.185068130493164,29.32982063293457,120492894
2019-08-13,28.96097755432129,29.234193801879883,26.2834529876709,26.58399200439453,90355330
2019-08-14,26.966495513916016,27.840789794921875,26.720600128173828,27.021137237548828,48348861
2019-08-16,26.775243759155273,27.308015823364258,26.36541748046875,26.788904190063477,23328435
2019-08-19,27.185068130493164,27.226051330566406,26.461044311523438,26.679616928100586,22472445
2019-08-20,26.720600128173828,27.471946716308594,26.597652435302734,26.80256462097168,20964152
2019-08-21,26.843547821044922,27.212390899658203,26.03755760192871,26.47470474243164,24406444
2019-08-22,26.47470474243164,26.62497329711914,25.92827033996582,26.4337215423584,53542349
2019-08-23,26.228809356689453,26.98015594482422,24.890047073364258,26.720600128173828,51712092
2019-08-26,28.277936935424805,28.277936935424805,25.559429168701172,26.720600128173828,41895048
2019-08-27,26.775243759155273,28.182310104370117,26.720600128173828,27.799806594848633,42884006
2019-08-28,27.86811065673828,28.482847213745117,26.4337215423584,26.665956497192383,37233003
2019-08-29,26.406400680541992,26.98015594482422,25.941932678222656,26.488365173339844,16887257
2019-08-30,26.761581420898438,26.898191452026367,26.2834529876709,26.775243759155273,15351608
2019-09-03,26.24247169494629,26.420061111450195,25.764341354370117,25.941932678222656,14032055
2019-09-04,25.95559310913086,26.269792556762695,25.40915870666504,25.95559310913086,26260880
2019-09-05,26.201488494873047,26.775243759155273,26.051219940185547,26.679616928100586,15350313
2019-09-06,26.95283317565918,27.56757164001465,26.58399200439453,27.021137237548828,35318969
2019-09-09,27.007478713989258,27.32167625427246,26.69327735900879,27.116764068603516,26724578
2019-09-11,27.23971176147461,28.687761306762695,27.157747268676758,28.250614166259766,59448231
2019-09-12,28.400882720947266,29.056602478027344,27.977397918701172,28.168649673461914,32837936
2019-09-13,28.400882720947266,29.507410049438477,28.209630966186523,29.384464263916016,54380914
2019-09-16,29.22053337097168,29.48008918762207,28.728742599487305,29.247854232788086,19400258
2019-09-17,29.357141494750977,29.944557189941406,28.728742599487305,29.015621185302734,60857793
2019-09-18,29.193212509155273,29.288837432861328,27.553911209106445,28.250614166259766,32042688
2019-09-19,28.277936935424805,28.797046661376953,28.004718780517578,28.469186782836914,28527256
2019-09-20,28.674100875854492,32.37618637084961,28.250614166259766,31.05108642578125,86485700
2019-09-23,31.515554428100586,32.02100372314453,30.545635223388672,31.66582489013672,54340166
2019-09-24,31.96636199951172,32.307884216308594,31.16037368774414,31.57019805908203,33549792
2019-09-25,31.22867774963379,31.365285873413086,29.261516571044922,29.644018173217773,58867315
2019-09-26,29.65768051147461,30.32706069946289,29.521072387695312,29.7669677734375,30543893
2019-09-27,29.73964500427246,30.28607940673828,29.193212509155273,29.343481063842773,26675115
2019-09-30,29.097585678100586,29.43910789489746,28.182310104370117,28.674100875854492,30874008
2019-10-01,28.824369430541992,28.96097755432129,27.594894409179688,28.428205490112305,21479197
2019-10-03,28.510169982910156,28.578474044799805,27.007478713989258,27.157747268676758,34368541
2019-10-04,27.294355392456055,27.622215270996094,26.50202751159668,26.62497329711914,18382861
2019-10-07,26.775243759155273,27.048460006713867,26.092201232910156,26.80256462097168,16107715
2019-10-09,26.775243759155273,26.88452911376953,26.174165725708008,26.54300880432129,28136336
2019-10-10,26.54300880432129,26.73426055908203,25.818984985351562,26.269792556762695,30742376
2019-10-11,26.4337215423584,26.597652435302734,25.9829158782959,26.21514892578125,25149960
2019-10-14,26.47470474243164,27.458284378051758,26.2971134185791,27.048460006713867,41204377
2019-10-15,27.185068130493164,28.073022842407227,26.747922897338867,27.82712745666504,38303435
2019-10-16,27.950075149536133,28.11400604248047,27.048460006713867,27.17140769958496,25455490
2019-10-17,27.185068130493164,30.600278854370117,27.116764068603516,29.876253128051758,86290917
2019-10-18,30.32706069946289,30.409025192260742,29.124908447265625,29.384464263916016,55858122
2019-10-22,28.906333923339844,28.919994354248047,28.141326904296875,28.332578659057617,38013431
2019-10-23,27.977397918701172,29.644018173217773,27.82712745666504,29.39812469482422,38043399
2019-10-24,29.821609497070312,30.545635223388672,29.466428756713867,30.46367073059082,48200949
2019-10-25,30.518312454223633,31.010103225708008,29.889915466308594,30.32706069946289,27244751
2019-10-27,31.22867774963379,31.406267166137695,30.43634796142578,30.79153060913086,5822717
2019-10-29,31.037424087524414,34.50727844238281,30.87349510192871,33.496376037597656,106160282
2019-10-30,33.57834243774414,34.001827239990234,32.58110046386719,33.40074920654297,34903292
2019-10-31,33.60566329956055,34.64388656616211,33.127532958984375,33.592002868652344,58437557
2019-11-01,33.742271423339844,34.152095794677734,33.168514251708984,33.41440963745117,27696377
2019-11-04,33.441734313964844,34.8897819519043,33.40074920654297,34.31602478027344,32044906
2019-11-05,33.61932373046875,35.46353530883789,33.51003646850586,34.561920166015625,53286289
2019-11-06,34.302364349365234,36.20122146606445,34.09745407104492,36.009971618652344,73393740
2019-11-07,35.88702392578125,36.84328079223633,35.40889358520508,36.66569137573242,43162386
2019-11-08,36.29684829711914,36.979888916015625,35.135677337646484,35.31326675415039,44475618
2019-11-11,35.0537109375,37.020870208740234,34.69852828979492,36.66569137573242,78706236
2019-11-13,36.66569137573242,37.28042984008789,36.269527435302734,36.73399353027344,48720994
2019-11-14,36.58372497558594,37.649269104003906,36.39247512817383,37.25310516357422,28393099
2019-11-15,37.6082878112793,37.86784362792969,36.570064544677734,36.73399353027344,31544973
2019-11-18,36.95256805419922,37.4716796875,36.22854232788086,36.69301223754883,34943674
2019-11-19,36.747657775878906,36.938907623291016,36.44711685180664,36.65203094482422,33301052
2019-11-20,36.54274368286133,36.870601654052734,36.009971618652344,36.14657974243164,21378343
2019-11-21,36.119258880615234,36.119258880615234,33.168514251708984,33.41440963745117,58759236
2019-11-22,33.87887954711914,35.31326675415039,33.87887954711914,34.7668342590332,45398215
2019-11-25,34.95808410644531,35.96898651123047,34.83513641357422,35.73675537109375,27789183
2019-11-26,35.79139709472656,37.26676559448242,35.73675537109375,36.570064544677734,61991084
2019-11-27,37.97713088989258,37.97713088989258,36.13291931152344,36.50175857543945,69214084
2019-11-28,36.58372497558594,36.91158676147461,36.14657974243164,36.70667266845703,17058099
2019-11-29,36.378814697265625,37.089176177978516,35.01272964477539,35.395233154296875,64573842
2019-12-02,34.95808410644531,36.51542282104492,34.561920166015625,36.35149002075195,30128421
2019-12-03,35.70943069458008,36.17390060424805,35.504520416259766,35.87336349487305,23831219
2019-12-04,35.10835647583008,36.59738540649414,34.31602478027344,36.310508728027344,27637757
2019-12-05,36.064613342285156,36.33782958984375,35.436214447021484,35.98265075683594,14025145
2019-12-06,35.94166564941406,36.611045837402344,35.87336349487305,36.29684829711914,24068778
2019-12-09,36.255863189697266,37.1574821472168,36.064613342285156,36.720333099365234,34815329
2019-12-10,36.611045837402344,36.73399353027344,35.72309112548828,35.98265075683594,16001781
2019-12-11,35.955326080322266,36.59738540649414,35.586483001708984,36.29684829711914,12637470
2019-12-12,36.55640411376953,37.56730651855469,36.03729248046875,37.0072135925293,28148169
2019-12-13,37.21212387084961,39.179283142089844,37.21212387084961,38.49624252319336,89084545
2019-12-16,38.783119201660156,38.93339157104492,37.84052276611328,38.66017150878906,27959831
2019-12-17,38.53722381591797,38.947052001953125,38.40061569213867,38.81044387817383,20974440
2019-12-18,38.79677963256836,40.51804733276367,38.264007568359375,40.162864685058594,41462157
2019-12-19,40.012596130371094,40.65465545654297,39.26124954223633,40.422420501708984,29748389
2019-12-20,40.381439208984375,40.55902862548828,39.7530403137207,39.971614837646484,25758572
2019-12-23,39.712059020996094,40.61367416381836,39.616432189941406,40.422420501708984,25527466
2019-12-24,40.43608093261719,40.490726470947266,39.916969299316406,40.0262565612793,13447278
2019-12-26,40.012596130371094,40.681976318359375,39.82134246826172,40.08089828491211,13936508
2019-12-27,40.09456253051758,40.70929718017578,39.95795440673828,40.381439208984375,11245608
2019-12-30,40.572689056396484,41.255733489990234,40.28581237792969,40.750282287597656,18996454
2019-12-31,40.76394271850586,40.92787170410156,39.93062973022461,40.0399169921875,17197362
2020-01-01,40.162864685058594,40.36777877807617,39.68473434448242,39.807682037353516,12607710
2020-01-02,39.8896484375,41.11912536621094,39.79402160644531,40.92787170410156,12239032
2020-01-03,40.92787170410156,40.92787170410156,40.121883392333984,40.490726470947266,11045269
2020-01-06,40.313133239746094,40.40876007080078,38.277671813964844,38.53722381591797,22717280
2020-01-07,39.06999969482422,40.08089828491211,38.93339157104492,39.548126220703125,21389601
2020-01-08,38.523563385009766,40.39509963989258,38.427940368652344,40.162864685058594,19359634
2020-01-09,40.43608093261719,41.255733489990234,39.79402160644531,40.95519256591797,30493215
2020-01-10,40.95519256591797,41.091800689697266,40.08089828491211,40.58634948730469,14026660
2020-01-13,40.81858444213867,40.91421127319336,39.616432189941406,39.84866714477539,13810389
2020-01-14,39.82134246826172,39.95795440673828,38.40061569213867,38.86508560180664,28015110
2020-01-15,38.79677963256836,38.93339157104492,37.649269104003906,38.01811218261719,34958413
2020-01-16,38.223026275634766,39.397857666015625,38.113739013671875,39.138301849365234,40421054
2020-01-17,39.12464141845703,39.12464141845703,38.04543685913086,38.20936584472656,16939918
2020-01-20,38.31865310668945,38.66017150878906,37.4580192565918,37.6082878112793,18685331
2020-01-21,37.26676559448242,38.10007858276367,36.611045837402344,37.82686233520508,27603103
2020-01-22,37.93614959716797,38.04543685913086,37.294090270996094,37.90882873535156,10753468
2020-01-23,37.813201904296875,38.64651107788086,37.703914642333984,38.45526123046875,24215749
2020-01-24,38.29132843017578,40.35411834716797,38.29132843017578,39.64375305175781,42239492
2020-01-27,39.4525032043457,39.4525032043457,38.332313537597656,38.44160079956055,22590212
2020-01-28,38.50990295410156,38.728477478027344,37.7858772277832,37.97713088989258,36921283
